Name,Player ID,Helmet URL,Height (in),Height,Overall Rating,Jersey #,Class Year,Redshirt Status,Hometown,Home State,Team ID,Team,Team Logo URL,Conference ID,Conference,Conference Logo URL,Position ID,Position (Short),Position,Unit,Unit ID,Speed,Acceleration,Strength,Agility,Awareness,Jumping,Injury,Stamina,Toughness,Carrying,Break Tackle,Trucking,Change of Direction,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Break Sack,Run Block,Pass Block,Impact Blocking,Run Block Power,Run Block Finesse,Pass Block Power,Pass Block Finesse,Lead Block,Throw Power,Throw Under Pressure,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Play Action,Tackle,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Hit Power,Press,Catching,Spectacular Catch,Catch in Traffic,Short Route Running,Medium Route Running,Deep Route Running,Kick Accuracy,Kick Power,Kick Return,runningStyle,Iteration ID,Iteration
Marquis Johnson,20738,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",71,"5'11""",80,2,Junior,Eligible,Dickinson,Texas,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,WR,WR,Wide Receiver,Offense,offense,95,96,57,91,81,96,73,86,84,70,68,40,90,77,55,74,77,27,32,33,34,28,28,34,22,29,20,45,13,16,19,34,44,47,35,35,43,48,68,69,66,52,44,84,81,78,79,74,83,25,46,81,0,cfb-26-national-championship,National Championship
Marquis Gracial,18844,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",76,"6'4""",80,33,Junior,Previous,St. Louis,Missouri,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,DT,DT,Defensive Tackle,Defense,defense,55,67,94,55,79,71,96,86,95,58,48,48,42,24,49,24,24,46,61,69,81,70,58,56,64,58,37,38,13,30,30,10,45,86,86,59,82,73,78,24,18,81,21,28,24,24,24,24,24,48,48,32,0,cfb-26-national-championship,National Championship
Marquise Lightfoot,20592,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",77,"6'5""",80,12,Sophomore,Eligible,Chicago,Illinois,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,LE,LEDG,Left Edge,Defense,defense,84,92,69,82,74,86,77,89,87,59,25,22,79,23,24,49,48,29,13,27,63,24,24,24,28,33,10,26,10,32,33,11,33,80,62,87,63,86,76,49,51,71,50,58,50,50,50,48,47,41,42,38,0,cfb-26-national-championship,National Championship
Martes Lewis,23141,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/69.png?im=FaceCrop,padding=0.7",79,"6'7""",80,75,Senior,Previous,Merrillville,Indiana,69,Northwestern,https://drop-assets.ea.com/images/6W0ZN0OqcbZwtA4Gr4kjkt/45cd38e27df4cd9724adc92168e0b8b5/Northwestern.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,RT,RT,Right Tackle,Offense,offense,52,61,93,59,85,61,95,83,93,50,45,47,57,47,46,26,24,27,77,83,85,75,79,88,82,75,20,45,37,15,20,25,36,49,66,29,62,25,41,27,27,69,24,24,24,28,28,28,28,42,26,26,0,cfb-26-national-championship,National Championship
Matt Durrance,29260,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/121.png?im=FaceCrop,padding=0.7",74,"6'2""",80,23,Senior,Previous,Lutz,Florida,121,Washington State,https://drop-assets.ea.com/images/1RYerLVgV2LFrMD3tNzkby/785b7ea02aee4e6b8a59933a846c61ef/WashingtonState.png,PAC 12,Pac-12,https://drop-assets.ea.com/images/4a8xKK2NSBEHqJXYuZ4NZR/e80ca490f95f9b88fb962623c88094f4/Pac12.png,SS,SS,Strong Safety,Defense,defense,83,86,74,84,82,85,85,88,86,37,27,31,82,60,34,57,60,24,48,52,46,58,51,49,56,56,26,37,34,20,30,14,37,79,44,63,62,77,85,68,77,83,72,72,37,34,35,38,35,25,27,51,0,cfb-26-national-championship,National Championship
Maverick Baranowski,18556,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/57.png?im=FaceCrop,padding=0.7",74,"6'2""",80,6,Junior,Previous,Ponce Inlet,Florida,57,Minnesota,https://drop-assets.ea.com/images/3PtqlSuiEnzZEjxt0tJ9nn/e26963f6cbc927d3f7aaa01be57921af/Minnesota.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,MLB,MIKE,Mike Backer,Defense,defense,82,85,78,78,85,82,87,83,82,55,38,38,75,33,38,33,33,36,56,65,66,64,52,53,60,54,24,36,24,24,24,24,36,85,67,72,75,87,84,68,74,87,35,65,33,40,33,33,33,36,36,38,0,cfb-26-national-championship,National Championship
Mi'Quise Humphrey-Grace,25502,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/45.png?im=FaceCrop,padding=0.7",76,"6'4""",80,90,Junior,InEligible,Cincinnati,Ohio,45,Kentucky,https://drop-assets.ea.com/images/7DRfyqMobLaFq7gJ20KwAX/49a8a32916d483fe800bfc29a66267d4/Kentucky.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LE,LEDG,Left Edge,Defense,defense,80,85,81,76,82,82,95,82,91,63,55,58,72,60,62,53,54,44,40,48,77,51,41,44,47,44,35,35,23,36,12,12,47,83,84,78,76,89,84,42,43,87,49,64,61,55,42,42,42,23,24,35,0,cfb-26-national-championship,National Championship
Michael Hawkins Jr.,18275,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/73.png?im=FaceCrop,padding=0.7",73,"6'1""",80,3,Sophomore,Eligible,Dallas,Texas,73,Oklahoma,https://drop-assets.ea.com/images/6nYK8gyte1Jti0xRsuEyR6/6015f762424f0c4c86e0c76a40cdfeed/Oklahoma.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,QB,QB,Quarterback,Offense,offense,90,93,59,92,74,88,87,94,93,74,75,55,89,87,58,79,85,79,32,42,35,28,24,31,32,36,89,69,79,75,73,89,67,40,36,35,38,62,27,32,35,38,42,63,27,27,26,26,31,26,32,30,0,cfb-26-national-championship,National Championship
Michael Jackson III,9438,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/81.png?im=FaceCrop,padding=0.7",72,"6'0""",80,2,Senior,Eligible,Las Vegas,Nevada,81,Purdue,https://drop-assets.ea.com/images/2i2SEiHgNVh7btKUFhhelv/23a6897b83256aecdddebdf5e955873b/Purdue.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,WR,WR,Wide Receiver,Offense,offense,90,92,78,89,86,88,85,86,88,70,70,72,87,78,68,84,87,26,40,33,46,40,41,32,21,38,19,34,22,34,19,11,33,62,49,47,53,68,55,55,52,74,38,88,85,87,84,81,76,29,30,93,0,cfb-26-national-championship,National Championship
Michael Mokofisi,19223,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/112.png?im=FaceCrop,padding=0.7",76,"6'4""",80,52,Senior,Previous,Woods Cross,Utah,112,Utah,https://drop-assets.ea.com/images/6XEb28R8Ns20y3paG4TwhR/a799891a7454e54b8ff988a343b3fa59/Utah.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,RG,RG,Right Guard,Offense,offense,60,71,90,57,90,63,87,86,97,50,41,41,54,42,41,30,27,29,75,77,89,81,75,83,71,83,35,34,17,11,24,14,36,65,80,45,70,31,35,12,12,66,11,27,31,28,27,32,28,26,35,27,0,cfb-26-national-championship,National Championship
Mikai Gbayor,22962,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/66.png?im=FaceCrop,padding=0.7",74,"6'2""",80,4,Senior,Previous,Irvington,New Jersey,66,North Carolina,https://drop-assets.ea.com/images/3A2f1YUh8wFuOuz06JTKAJ/a03ba9cfb55b5bb76611e8a1b41743cc/NorthCarolina.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,ROLB,WILL,Will Backer,Defense,defense,78,86,79,79,84,83,94,88,91,56,39,39,75,33,39,33,33,36,59,65,68,63,56,54,61,54,24,36,24,24,24,24,36,87,79,65,67,85,85,65,77,82,30,45,33,39,33,33,33,36,36,39,0,cfb-26-national-championship,National Championship
Nate Johnson,1605,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",77,"6'5""",80,90,Junior,Eligible,Gaffney,South Carolina,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LE,LEDG,Left Edge,Defense,defense,79,84,81,77,84,81,87,83,90,53,42,40,70,32,41,31,27,47,59,69,64,68,53,39,44,54,26,38,29,12,27,12,44,81,80,86,73,86,81,62,71,84,31,44,26,41,26,32,31,42,41,39,0,cfb-26-national-championship,National Championship
Nate Pabst,23255,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/14.png?im=FaceCrop,padding=0.7",77,"6'5""",80,75,Senior,Previous,Springdale,Ohio,14,Bowling Green,https://drop-assets.ea.com/images/3u5vTB7zmYHQcylDrAxi62/96a264649e53def5292c0447eb73b194/BowlingGreen.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,RT,RT,Right Tackle,Offense,offense,63,74,88,64,91,74,89,88,88,57,34,32,56,32,31,37,35,27,78,82,86,78,82,85,81,83,31,24,24,15,21,12,48,31,40,41,43,35,34,38,32,40,38,35,36,35,38,38,33,46,32,32,0,cfb-26-national-championship,National Championship
Nathan Roy,22423,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/57.png?im=FaceCrop,padding=0.7",77,"6'5""",80,50,Freshman,Previous,Mukwonago,Wisconsin,57,Minnesota,https://drop-assets.ea.com/images/3PtqlSuiEnzZEjxt0tJ9nn/e26963f6cbc927d3f7aaa01be57921af/Minnesota.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LT,LT,Left Tackle,Offense,offense,65,76,86,71,75,77,78,85,86,55,45,47,53,45,47,36,37,30,79,84,86,80,79,87,86,80,34,38,16,27,30,22,47,49,67,44,61,42,46,38,36,69,36,36,37,40,39,35,40,36,25,36,0,cfb-26-national-championship,National Championship
Nathan Kent,19735,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/60.png?im=FaceCrop,padding=0.7",75,"6'3""",80,82,Senior,Eligible,Rocklin,California,60,Navy,https://drop-assets.ea.com/images/4R2Z4qZVKDODl7hVNFa4XP/8b79250efaecc5d7c11ae3e7d1e583c4/Navy.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,WR,WR,Wide Receiver,Offense,offense,92,91,62,87,88,89,86,91,94,72,69,45,84,77,55,76,82,40,60,36,32,27,28,36,28,34,26,32,35,13,10,17,43,37,30,33,38,36,52,62,42,38,37,85,85,84,79,77,83,46,38,73,0,cfb-26-national-championship,National Championship
Neto Umeozulu,22587,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/96.png?im=FaceCrop,padding=0.7",76,"6'4""",80,72,Junior,Previous,Allen,Texas,96,Texas,https://drop-assets.ea.com/images/3PJCtK6Y8gWZn112nKGmBD/1c41d6f38e19875daff336a35fd65265/Texas.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LG,LG,Left Guard,Offense,offense,61,77,87,73,71,73,85,88,89,55,38,40,57,40,37,40,37,26,81,83,87,85,80,87,78,82,19,47,29,18,28,28,24,40,50,41,51,35,37,34,34,52,34,37,37,37,35,36,36,24,24,35,0,cfb-26-national-championship,National Championship
Nic Mitchell,19217,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/58.png?im=FaceCrop,padding=0.7",74,"6'2""",80,40,Senior,Previous,Jacksonville,Florida,58,Mississippi State,https://drop-assets.ea.com/images/4GXi9RoD5HTSQyXfruwubv/1482b5b5f08455a86585788985066a13/MississippiState.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,MLB,MIKE,Mike Backer,Defense,defense,82,87,77,83,83,82,91,84,85,54,43,42,78,45,46,44,41,44,52,59,68,60,49,49,53,46,21,31,11,30,30,18,29,86,62,58,72,84,86,67,73,85,31,63,33,55,35,32,32,32,35,44,0,cfb-26-national-championship,National Championship
Nick Morris Jr.,20830,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/24.png?im=FaceCrop,padding=0.7",75,"6'3""",80,36,Senior,Previous,Fairfield,Connecticut,24,Duke,https://drop-assets.ea.com/images/5lx8CaANozRy6dTODZgIW1/e715b67b4b5667c8bbf2294afa4d10df/Duke.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,MLB,MIKE,Mike Backer,Defense,defense,79,87,81,83,81,89,90,80,92,52,43,42,78,44,42,40,43,43,52,61,70,59,51,51,56,49,13,42,26,34,31,18,42,89,61,61,72,87,77,68,73,81,31,70,35,46,31,35,31,26,26,38,0,cfb-26-national-championship,National Championship
Nico Radicic,4201,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/38.png?im=FaceCrop,padding=0.7",71,"5'11""",80,15,Sophomore,Previous,Coppell,Texas,38,Indiana,https://drop-assets.ea.com/images/4toZEtAPrEnU1X3Dqwbh93/68d698b574fe80c91a0946d56fa29da5/Indiana.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,K,K,Kicker,Special Teams,special-teams,69,68,53,69,71,59,86,87,91,51,29,25,70,37,31,47,39,42,16,47,35,30,34,27,33,44,27,47,15,18,21,31,29,30,39,41,41,30,37,28,45,37,25,31,40,28,41,26,38,88,88,36,0,cfb-26-national-championship,National Championship
Noah Rogers,20618,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/61.png?im=FaceCrop,padding=0.7",74,"6'2""",80,5,Sophomore,Previous,Raleigh,North Carolina,61,NC State,https://drop-assets.ea.com/images/2CO36nU3mjTXlt2nmZw6gz/d5216136c4adc18c5bdcac73898a8cbd/NCState.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,WR,WR,Wide Receiver,Offense,offense,91,93,69,90,80,90,80,87,86,69,75,52,88,74,35,78,83,34,55,33,41,36,36,32,24,38,26,32,30,23,14,31,39,57,43,45,53,62,53,56,50,62,38,86,85,83,85,83,79,27,25,85,0,cfb-26-national-championship,National Championship
Oliver Straw,22661,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/122.png?im=FaceCrop,padding=0.7",74,"6'2""",80,41,Senior,Eligible,Melbourne,Non-US,122,West Virginia,https://drop-assets.ea.com/images/31vZi2pHpFYBRzc5anbLeB/3efd9263b61f022763313a6ac7f24580/WestVirginia.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,P,P,Punter,Special Teams,special-teams,53,55,51,53,66,61,85,86,92,58,43,35,49,45,48,45,25,40,12,37,45,38,42,39,47,44,22,34,16,20,11,28,39,35,42,29,37,32,41,37,27,28,40,40,35,26,47,46,45,92,90,33,0,cfb-26-national-championship,National Championship
Omari Hayes,14595,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/101.png?im=FaceCrop,padding=0.7",69,"5'9""",80,1,Sophomore,Previous,Sarasota,Florida,101,Tulane,https://drop-assets.ea.com/images/2bzOwGrzuzUYdzLM8l26H/550fca554668c6c58c4412bf587b2404/Tulane.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,WR,WR,Wide Receiver,Offense,offense,91,93,51,92,82,87,84,88,84,78,79,52,89,66,67,82,86,40,49,32,45,35,39,34,26,41,13,47,30,30,18,12,28,44,25,21,22,23,46,35,23,42,22,83,86,82,85,84,80,31,39,82,0,cfb-26-national-championship,National Championship
Owen Heinecke,33098,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/73.png?im=FaceCrop,padding=0.7",73,"6'1""",80,38,Junior,Previous,Tulsa,Oklahoma,73,Oklahoma,https://drop-assets.ea.com/images/6nYK8gyte1Jti0xRsuEyR6/6015f762424f0c4c86e0c76a40cdfeed/Oklahoma.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,MLB,MIKE,Mike Backer,Defense,defense,83,81,81,81,82,79,85,85,84,52,66,57,81,66,52,63,60,15,55,49,78,28,27,25,24,43,52,15,46,46,43,16,15,84,81,68,78,84,80,74,78,80,68,68,67,65,56,52,49,23,21,35,0,cfb-26-national-championship,National Championship
Paul Oyewale,23254,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/92.png?im=FaceCrop,padding=0.7",76,"6'4""",80,97,Junior,Previous,Houston,Texas,92,TCU,https://drop-assets.ea.com/images/11X1ZShRdgCIRey96Oo6bt/248ee9dab823c2ef3892cae16d93d7d1/TCU.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,LE,LEDG,Left Edge,Defense,defense,74,80,83,75,82,75,89,83,86,60,49,49,68,48,47,31,31,37,60,68,74,71,54,56,60,51,24,47,32,27,34,33,30,84,85,74,81,85,83,27,55,84,31,36,33,32,32,31,32,43,29,43,0,cfb-26-national-championship,National Championship
Percy Lewis,10717,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/76.png?im=FaceCrop,padding=0.7",79,"6'7""",80,73,Senior,Eligible,Sallis,Mississippi,76,Ole Miss,https://drop-assets.ea.com/images/3d3D6YEnXzUaqTDucS3WYu/1df15ae8e1b1dce5f60a2e2ee413e39c/OleMiss.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,53,62,93,51,84,69,90,80,87,50,46,46,46,48,47,25,24,32,81,75,90,86,75,83,71,80,17,38,31,37,18,19,45,49,69,27,63,28,49,29,25,68,24,24,24,27,29,29,29,38,24,26,0,cfb-26-national-championship,National Championship
Peyton Williams,4515,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/88.png?im=FaceCrop,padding=0.7",72,"6'0""",80,31,Junior,Previous,Heath,Texas,88,South Carolina,https://drop-assets.ea.com/images/7mphu2CapkXxwDudw5mrs0/ea879047013248ded79e81f4e30023ba/SouthCarolina.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,SS,SS,Strong Safety,Defense,defense,89,92,63,86,75,88,89,91,87,58,71,58,86,79,58,72,77,37,48,57,55,63,52,54,57,54,16,48,38,16,27,33,36,76,42,35,55,85,74,75,81,77,75,69,39,37,36,38,34,39,27,85,0,cfb-26-national-championship,National Championship
Peyton Woodyard,18255,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/77.png?im=FaceCrop,padding=0.7",74,"6'2""",80,12,Sophomore,Eligible,Fullerton,California,77,Oregon,https://drop-assets.ea.com/images/73d1889HUnLCQJxRhI72lR/31a586ed1836b72aacd5a5aee3f7fda2/Oregon.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,FS,FS,Free Safety,Defense,defense,89,92,62,88,74,87,81,89,87,49,31,33,86,59,37,55,51,29,51,57,56,57,53,52,60,56,26,45,12,29,13,35,27,73,39,48,59,84,75,75,83,78,75,73,44,47,33,30,32,38,40,50,0,cfb-26-national-championship,National Championship
Preston Hodge,1639,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/21.png?im=FaceCrop,padding=0.7",72,"6'0""",80,4,Senior,Previous,Waxahachie,Texas,21,Colorado,https://drop-assets.ea.com/images/2AYHhc74pJtMRVDGKJSX9j/dce59f1380d86ad398ee57260fc998e1/Colorado.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,SS,SS,Strong Safety,Defense,defense,89,93,65,90,89,88,91,92,92,63,72,42,89,77,51,74,77,44,61,65,50,67,56,53,62,54,18,30,27,33,25,26,25,48,43,28,54,86,92,79,72,65,82,72,55,56,27,26,23,39,29,51,0,cfb-26-national-championship,National Championship
Preston Howard,3967,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/9.png?im=FaceCrop,padding=0.7",77,"6'5""",80,15,Junior,Eligible,Arbutus,Maryland,9,Auburn,https://drop-assets.ea.com/images/7Dd4VcL4cnzkEJEYd5FGEl/0f7d5cbd0a7594cd40d4508073f09325/Auburn.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,TE,TE,Tight End,Offense,offense,81,87,72,83,83,87,88,90,90,66,70,67,77,77,70,68,78,36,66,65,60,55,64,63,63,54,38,39,23,30,30,37,48,49,47,51,50,52,56,52,59,36,34,79,85,78,77,73,65,27,39,67,0,cfb-26-national-championship,National Championship
Quintavius Johnson,30767,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/32.png?im=FaceCrop,padding=0.7",76,"6'4""",80,33,Sophomore,Eligible,Atlanta,Georgia,32,Georgia,https://drop-assets.ea.com/images/7d9eKLlFWyr6CuWdCp0GCR/952ab68195eb1cea5d0f1733480a5749/Georgia.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,RE,REDG,Right Edge,Defense,defense,89,86,79,85,87,85,87,85,79,55,33,41,78,44,39,33,31,42,39,25,66,26,46,45,47,34,18,43,23,26,13,33,32,81,70,76,67,85,85,62,71,82,49,58,31,29,38,45,24,14,16,35,0,cfb-26-national-championship,National Championship
Rahtrel Perry,25519,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/50.png?im=FaceCrop,padding=0.7",77,"6'5""",80,76,Junior,Previous,New London,Connecticut,50,Maryland,https://drop-assets.ea.com/images/7CCAEfofKwMUHSo2atVM7k/4da4be690f652a0d0ca9b0d5839fcb6c/Maryland.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LT,LT,Left Tackle,Offense,offense,61,70,90,64,80,72,91,83,92,55,39,38,58,40,37,29,26,37,85,84,91,83,82,83,80,77,29,30,28,22,27,23,27,38,51,29,49,30,34,31,29,51,27,32,31,30,30,28,30,29,24,24,0,cfb-26-national-championship,National Championship
Randy Pittman Jr.,19350,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/30.png?im=FaceCrop,padding=0.7",74,"6'2""",80,13,Junior,Eligible,Panama City,Florida,30,Florida State,https://drop-assets.ea.com/images/6OoJRE18HbqAbwrQkD2Ois/716e78dbea429dcfec491054bbd52733/FloridaState.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,TE,TE,Tight End,Offense,offense,82,86,71,80,87,83,88,95,95,68,66,61,75,71,56,62,66,55,70,55,48,60,68,41,51,43,56,47,52,48,42,53,35,38,33,36,41,36,47,42,52,25,27,83,84,82,74,75,69,43,38,61,0,cfb-26-national-championship,National Championship
Raul Aguirre Jr.,661,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",74,"6'2""",80,10,Junior,Eligible,Fayetteville,Georgia,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,MLB,MIKE,Mike Backer,Defense,defense,84,89,77,84,83,85,90,80,82,55,39,38,78,38,37,42,37,28,57,64,71,62,54,51,58,56,28,42,24,12,27,23,29,83,80,65,73,84,85,68,77,83,53,61,40,39,43,43,43,40,25,38,0,cfb-26-national-championship,National Championship
Red Hibbler Jr.,6134,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/58.png?im=FaceCrop,padding=0.7",74,"6'2""",80,27,Senior,Previous,Louisville,Mississippi,58,Mississippi State,https://drop-assets.ea.com/images/4GXi9RoD5HTSQyXfruwubv/1482b5b5f08455a86585788985066a13/MississippiState.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LE,LEDG,Left Edge,Defense,defense,71,79,85,72,88,68,87,83,91,57,44,46,64,46,45,26,26,37,57,65,68,63,54,50,57,36,17,30,12,15,30,26,39,82,87,74,78,84,87,44,48,80,24,28,26,25,25,24,26,30,41,37,0,cfb-26-national-championship,National Championship
